LocalTime;T;Po;P;Pa;U;DD
17.06.2019 20:00;19.1;764.1;766;-0.1;60;Ветер
17.06.2019 17:00;21.1;764.2;766.1;0.4;48;Ветер
17.06.2019 14:00;20.8;763.8;765.7;1.1;67;Ветер
17.06.2019 11:00;21.5;762.7;764.7;1;68;Ветер
17.06.2019 08:00;18.2;761.7;763.6;0.5;83;Ветер
17.06.2019 05:00;16.2;761.2;763.2;0.1;89;Ветер
17.06.2019 02:00;16;761.1;763;0.4;90;Ветер
16.06.2019 23:00;16.3;760.7;762.7;0.3;91;Ветер
16.06.2019 20:00;16.8;760.4;762.4;0.8;85;Ветер
16.06.2019 17:00;18.6;759.6;761.5;0.6;81;Ветер
16.06.2019 14:00;20.3;759;760.9;0.7;80;Ветер
16.06.2019 11:00;21.6;758.3;760.3;0.4;77;Ветер
16.06.2019 08:00;19.5;757.9;759.8;1.5;88;Ветер
16.06.2019 05:00;17.4;756.4;758.4;-1.8;95;Ветер
16.06.2019 02:00;18;758.2;760.2;0.5;97;Ветер
15.06.2019 23:00;20.5;757.7;759.7;-1;65;Ветер
15.06.2019 20:00;23.4;758.7;760.6;-1.6;62;Ветер
15.06.2019 17:00;25.9;760.3;762.2;-0.7;55;Ветер
15.06.2019 14:00;25.6;761;762.9;-1.4;52;Ветер
15.06.2019 11:00;23.1;762.4;764.3;-0.7;66;Ветер
15.06.2019 08:00;20.4;763.1;765.1;-0.4;80;Ветер
15.06.2019 05:00;15.8;763.5;765.4;-0.2;96;Ветер
15.06.2019 02:00;14.1;763.7;765.7;-0.8;95;Штиль
14.06.2019 23:00;16.3;764.5;766.5;0.9;87;Ветер
14.06.2019 20:00;20.2;763.6;765.6;-0.3;72;Ветер
14.06.2019 17:00;24.1;763.9;765.8;-0.2;55;Ветер
14.06.2019 14:00;23.6;764.1;766;0.6;44;Ветер
14.06.2019 11:00;21.7;763.5;765.4;1.3;66;Ветер
14.06.2019 08:00;19.4;762.2;764.2;1.1;88;Ветер
14.06.2019 05:00;16.6;761.1;763;0.4;96;Ветер
14.06.2019 02:00;17.7;760.7;762.7;0.7;96;Ветер
13.06.2019 23:00;17.7;760;762;-0.1;94;Ветер
13.06.2019 20:00;18.3;760.1;762.1;-1.1;95;Ветер
13.06.2019 17:00;17.8;761.2;763.1;3.6;96;Ветер
13.06.2019 14:00;28.4;757.6;759.5;-0.8;56;Ветер
13.06.2019 11:00;28.8;758.4;760.3;1;52;Ветер
13.06.2019 08:00;25.2;757.4;759.3;0.7;67;Ветер
13.06.2019 05:00;21.4;756.7;758.7;-0.2;76;Ветер
13.06.2019 02:00;22.5;756.9;758.8;-0.2;69;Ветер
12.06.2019 23:00;24.1;757.1;759;0.5;65;Ветер
12.06.2019 20:00;28.3;756.6;758.5;-0.1;47;Ветер
12.06.2019 17:00;31.3;756.7;758.5;-0.8;39;Ветер
12.06.2019 14:00;32.5;757.5;759.4;-0.7;36;Ветер
12.06.2019 11:00;31;758.2;760.1;-0.1;43;Ветер
12.06.2019 08:00;26.2;758.3;760.2;-0.3;61;Ветер
12.06.2019 05:00;18.6;758.6;760.6;0;93;Штиль
12.06.2019 02:00;19.9;758.6;760.6;0.2;86;Ветер
11.06.2019 23:00;23;758.4;760.3;0.4;71;Штиль
11.06.2019 20:00;29.3;758;759.9;-0.1;50;Ветер
11.06.2019 17:00;32.2;758.1;760;-0.4;41;Ветер
11.06.2019 14:00;32;758.5;760.4;-0.3;38;Ветер
11.06.2019 11:00;28.8;758.8;760.6;-0.5;55;Ветер
11.06.2019 08:00;23;759.3;761.2;-0.9;72;Ветер
11.06.2019 05:00;17.9;760.2;762.1;-0.4;88;Ветер
11.06.2019 02:00;20.6;760.6;762.6;0.3;70;Ветер
10.06.2019 23:00;20.2;760.3;762.2;-0.3;72;Ветер
10.06.2019 20:00;22.4;760.6;762.5;-1.1;64;Ветер
10.06.2019 17:00;26;761.7;763.6;-1.5;44;Ветер
10.06.2019 14:00;24.1;763.2;765.1;-1.6;40;Ветер
10.06.2019 11:00;23;764.8;766.7;-0.9;52;Ветер
10.06.2019 08:00;18.8;765.7;767.6;-0.5;67;Ветер
10.06.2019 05:00;13;766.2;768.2;-0.6;81;Штиль
10.06.2019 02:00;12.2;766.8;768.8;-0.1;78;Ветер
09.06.2019 23:00;14.6;766.9;768.9;0;69;Штиль
09.06.2019 20:00;19.4;766.9;768.9;-0.5;48;Ветер
09.06.2019 17:00;23.5;767.4;769.3;-0.5;30;Ветер
09.06.2019 14:00;23.4;767.9;769.9;-0.2;27;Ветер
09.06.2019 11:00;21.9;768.1;770;0.3;41;Ветер
09.06.2019 08:00;19.8;767.8;769.8;1.2;59;Ветер
09.06.2019 05:00;11.3;766.6;768.7;0.5;95;Штиль
09.06.2019 02:00;13.5;766.1;768.1;0.9;86;Штиль
08.06.2019 23:00;16.3;765.2;767.2;1.9;75;Ветер
08.06.2019 20:00;16.8;763.3;765.3;3.3;83;Ветер
08.06.2019 17:00;27.7;760;761.8;-0.1;53;Ветер
08.06.2019 14:00;28.1;760.1;762;-0.5;54;Ветер
08.06.2019 11:00;26.2;760.6;762.4;0.3;61;Ветер
08.06.2019 08:00;20.5;760.3;762.2;0.5;81;Ветер
08.06.2019 05:00;15.7;759.8;761.8;0.3;96;Штиль
08.06.2019 02:00;16.4;759.5;761.5;-0.1;93;Штиль
07.06.2019 23:00;18.7;759.6;761.5;0.5;87;Ветер
07.06.2019 20:00;23.4;759.1;761.1;0.3;66;Ветер
07.06.2019 17:00;27.8;758.8;760.7;-0.4;47;Ветер
07.06.2019 14:00;27;759.2;761.1;-0.2;49;Ветер
07.06.2019 11:00;26.2;759.4;761.2;0.3;53;Ветер
07.06.2019 08:00;21.5;759.1;761.1;0.5;73;Ветер
07.06.2019 05:00;16.4;758.6;760.6;0.1;96;Ветер
07.06.2019 02:00;17.9;758.5;760.5;-0.4;89;Ветер
06.06.2019 23:00;19.1;758.9;760.9;0.7;85;Ветер
06.06.2019 20:00;22.1;758.2;760.2;-0.6;70;Ветер
06.06.2019 17:00;24.9;758.8;760.7;0;58;Ветер
06.06.2019 14:00;28.4;758.8;760.6;-0.6;45;Ветер
06.06.2019 11:00;27.1;759.4;761.2;0;50;Ветер
06.06.2019 08:00;22.2;759.4;761.3;0.1;75;Ветер
06.06.2019 05:00;18.2;759.3;761.2;-0.3;86;Ветер
06.06.2019 02:00;17.1;759.6;761.5;0.1;89;Ветер
05.06.2019 23:00;21;759.5;761.5;0.7;67;Ветер
05.06.2019 20:00;26.6;758.8;760.7;-0.1;51;Ветер
05.06.2019 17:00;29.7;758.9;760.8;-0.8;37;Ветер
05.06.2019 14:00;29;759.7;761.6;-0.3;42;Ветер
05.06.2019 11:00;28.3;760;761.8;0.5;46;Ветер
05.06.2019 08:00;23.9;759.5;761.5;0.4;62;Ветер
05.06.2019 05:00;15.3;759.1;761;0.1;94;Ветер
05.06.2019 02:00;16.9;759;760.9;0.2;86;Штиль
04.06.2019 23:00;21;758.8;760.8;0.5;71;Ветер
04.06.2019 20:00;26.1;758.3;760.2;-0.4;52;Ветер
04.06.2019 17:00;29;758.7;760.6;-0.9;40;Ветер
04.06.2019 14:00;27.7;759.6;761.5;-0.8;46;Ветер
04.06.2019 11:00;26.4;760.4;762.3;-0.3;43;Ветер
04.06.2019 08:00;20.8;760.7;762.7;0.1;58;Ветер
04.06.2019 05:00;11.8;760.6;762.6;-0.6;88;Штиль
04.06.2019 02:00;15.1;761.2;763.1;0;76;Штиль
03.06.2019 23:00;17.8;761.2;763.1;0.5;73;Ветер
03.06.2019 20:00;24.1;760.7;762.7;-0.3;51;Ветер
03.06.2019 17:00;26.7;761;763;-1.1;46;Ветер
03.06.2019 14:00;25.9;762.1;764;-0.6;47;Ветер
03.06.2019 11:00;22.9;762.7;764.7;-0.6;52;Ветер
03.06.2019 08:00;16.3;763.3;765.3;0.1;72;Ветер
03.06.2019 05:00;7.9;763.2;765.2;0.1;97;Штиль
03.06.2019 02:00;8.2;763.1;765.1;-0.2;95;Штиль
02.06.2019 23:00;10.1;763.3;765.4;0.6;89;Штиль
02.06.2019 20:00;14.6;762.7;764.7;0.2;64;Ветер
02.06.2019 17:00;19.4;762.5;764.5;-0.6;47;Ветер
02.06.2019 14:00;18.9;763.1;765.1;0.2;49;Ветер
02.06.2019 11:00;18;762.9;764.8;0.7;57;Ветер
02.06.2019 08:00;16.3;762.2;764.2;0.7;65;Ветер
02.06.2019 05:00;14.1;761.5;763.6;0;88;Ветер
02.06.2019 02:00;12.3;761.5;763.6;-0.3;94;Штиль
01.06.2019 23:00;14.9;761.8;763.7;0.7;88;Штиль
01.06.2019 20:00;20.4;761.1;763;-1.4;63;Ветер
01.06.2019 17:00;21.3;762.5;764.5;-1.4;55;Ветер
01.06.2019 14:00;20.1;763.9;765.9;-0.6;49;Ветер
01.06.2019 11:00;18.7;764.5;766.5;-0.1;55;Ветер
01.06.2019 08:00;15.3;764.6;766.6;0.4;78;Ветер
01.06.2019 05:00;12;764.2;766.3;-0.1;94;Штиль
01.06.2019 02:00;12.1;764.3;766.3;0.1;94;Ветер
31.05.2019 23:00;13;764.2;766.2;1.2;91;Ветер
31.05.2019 20:00;15.5;763;765;0.3;87;Ветер
31.05.2019 17:00;16.2;762.7;764.6;-0.7;91;Ветер
31.05.2019 14:00;18.8;763.4;765.4;-0.4;71;Ветер
31.05.2019 11:00;17.7;763.8;765.7;0.3;65;Ветер
31.05.2019 08:00;15.9;763.5;765.4;-0.1;61;Ветер
31.05.2019 05:00;11.1;763.6;765.6;-0.9;68;Штиль
31.05.2019 02:00;7.6;764.5;766.6;-0.6;84;Штиль
30.05.2019 23:00;7.2;765.1;767.1;-0.3;86;Ветер
30.05.2019 20:00;13.6;765.4;767.5;-0.6;52;Ветер
30.05.2019 17:00;16.5;766;768;-0.6;45;Ветер
30.05.2019 14:00;17.7;766.6;768.5;-0.7;35;Ветер
30.05.2019 11:00;15.4;767.3;769.3;0.1;40;Ветер
30.05.2019 08:00;13;767.2;769.2;0.6;61;Ветер
30.05.2019 05:00;3.5;766.6;768.7;0.6;97;Штиль
30.05.2019 02:00;6.7;766;768.1;0.6;93;Ветер
29.05.2019 23:00;7.7;765.4;767.4;1.2;84;Ветер
29.05.2019 20:00;10;764.2;766.2;1.5;64;Ветер
29.05.2019 17:00;12.6;762.7;764.8;1.2;56;Ветер
29.05.2019 14:00;13.6;761.5;763.5;1.8;55;Ветер
29.05.2019 11:00;12;759.7;761.8;2.2;64;Ветер
29.05.2019 08:00;10.3;757.5;759.5;2;79;Ветер
29.05.2019 05:00;10.2;755.5;757.5;0.9;93;Ветер
29.05.2019 02:00;10;754.6;756.6;1.5;94;Ветер
28.05.2019 23:00;10.2;753.1;755.1;0.6;95;Ветер
28.05.2019 20:00;10.7;752.5;754.6;1.2;95;Ветер
28.05.2019 17:00;14.6;751.3;753.3;0.4;90;Ветер
28.05.2019 14:00;15.1;750.9;752.8;-0.4;95;Ветер
28.05.2019 11:00;13.6;751.3;753.3;-1;94;Ветер
28.05.2019 08:00;12.2;752.3;754.3;-1.3;89;Ветер
28.05.2019 05:00;12.2;753.6;755.5;-0.8;79;Ветер
28.05.2019 02:00;12.1;754.4;756.4;-0.6;91;Штиль
27.05.2019 23:00;12.6;755;757;0.4;82;Штиль
27.05.2019 20:00;15;754.6;756.6;0.5;64;Ветер
27.05.2019 17:00;16.3;754.1;756.1;1.9;63;Ветер
27.05.2019 14:00;21;752.2;754.2;-0.8;62;Ветер
27.05.2019 11:00;14.7;753;754.9;0.9;91;Ветер
27.05.2019 08:00;16;752.1;754;-0.1;75;Ветер
27.05.2019 05:00;13.2;752.2;754.1;-0.8;91;Штиль
27.05.2019 02:00;14.6;753;754.9;-0.5;82;Ветер
26.05.2019 23:00;13.1;753.5;755.5;-0.1;91;Ветер
26.05.2019 20:00;15.1;753.6;755.5;-0.4;66;Ветер
26.05.2019 17:00;15.8;754;756;-1;54;Ветер
26.05.2019 14:00;15.5;755;757;-0.5;60;Ветер
26.05.2019 11:00;13.7;755.5;757.4;-0.1;63;Ветер
26.05.2019 08:00;12.7;755.6;757.6;-0.3;78;Ветер
26.05.2019 05:00;10.2;755.9;757.9;-0.7;84;Ветер
26.05.2019 02:00;10.3;756.6;758.6;-0.4;81;Ветер
25.05.2019 23:00;11.5;757;759.1;-0.1;75;Ветер
25.05.2019 20:00;12.3;757.1;759.1;-0.1;68;Ветер
25.05.2019 17:00;14;757.2;759.1;0.4;60;Ветер
25.05.2019 14:00;15.5;756.8;758.8;0.6;55;Ветер
25.05.2019 11:00;15.1;756.2;758.2;1;62;Ветер
25.05.2019 08:00;14;755.2;757.1;0.6;76;Ветер
25.05.2019 05:00;12;754.6;756.7;-0.6;78;Ветер
25.05.2019 02:00;10.4;755.2;757.3;-1.1;82;Ветер
24.05.2019 23:00;10.1;756.3;758.3;-0.4;92;Ветер
24.05.2019 20:00;15.2;756.7;758.7;-0.6;67;Ветер
24.05.2019 17:00;18.4;757.3;759.2;-0.3;46;Ветер
24.05.2019 14:00;19.9;757.6;759.6;-0.6;47;Ветер
24.05.2019 11:00;18.6;758.2;760.1;0;52;Ветер
24.05.2019 08:00;14.6;758.2;760.2;0;69;Ветер
24.05.2019 05:00;11;758.2;760.3;-0.2;88;Ветер
24.05.2019 02:00;10.9;758.4;760.4;-0.2;85;Ветер
23.05.2019 23:00;10.8;758.6;760.6;0;87;Ветер
23.05.2019 20:00;11.5;758.6;760.6;0.5;87;Ветер
23.05.2019 17:00;12.7;758.1;760.1;0.6;86;Ветер
23.05.2019 14:00;15.9;757.5;759.4;0.2;79;Ветер
23.05.2019 11:00;15.1;757.3;759.3;0.8;86;Ветер
23.05.2019 08:00;13;756.5;758.5;0.9;94;Ветер
23.05.2019 05:00;12.7;755.6;757.6;0.4;93;Ветер
23.05.2019 02:00;12.5;755.2;757.1;0;94;Штиль
22.05.2019 23:00;15.3;755.2;757.2;0.8;85;Штиль
22.05.2019 20:00;18.3;754.4;756.4;0.4;79;Ветер
22.05.2019 17:00;23.1;754;755.9;0.1;47;Ветер
22.05.2019 14:00;23;753.9;755.8;0;53;Ветер
22.05.2019 11:00;20.2;753.9;755.8;0.2;69;Ветер
22.05.2019 08:00;16.9;753.7;755.6;0.6;82;Ветер
22.05.2019 05:00;14.3;753.1;755.1;0.3;87;Ветер
22.05.2019 02:00;16.1;752.8;754.7;0;86;Ветер
21.05.2019 23:00;16.9;752.8;754.8;0.4;87;Ветер
21.05.2019 20:00;20.8;752.4;754.3;-0.1;70;Ветер
21.05.2019 17:00;25.3;752.5;754.4;-0.6;55;Ветер
21.05.2019 14:00;23.8;753.1;755;-0.7;63;Ветер
21.05.2019 11:00;20.1;753.8;755.8;0;78;Ветер
21.05.2019 08:00;18.4;753.8;755.8;0.1;83;Ветер
21.05.2019 05:00;15.3;753.7;755.6;1.2;93;Ветер
21.05.2019 02:00;16.7;752.5;754.5;-1.3;88;Ветер
20.05.2019 23:00;16.5;753.8;755.8;0.4;91;Ветер
20.05.2019 20:00;18;753.4;755.3;0.8;90;Ветер
20.05.2019 17:00;27;752.6;754.5;-0.7;50;Ветер
20.05.2019 14:00;27.6;753.3;755.2;-0.8;47;Ветер
20.05.2019 11:00;23.8;754.1;756;-0.5;64;Ветер
20.05.2019 08:00;19.5;754.6;756.6;-0.7;77;Ветер
20.05.2019 05:00;13.6;755.3;757.3;-0.1;93;Штиль
20.05.2019 02:00;13.9;755.4;757.3;0;92;Ветер
19.05.2019 23:00;15.8;755.4;757.3;0.1;80;Штиль
19.05.2019 20:00;20.8;755.3;757.3;0;64;Ветер
19.05.2019 17:00;23.4;755.3;757.2;-0.5;53;Ветер
19.05.2019 14:00;22.9;755.8;757.7;-0.6;68;Ветер
19.05.2019 11:00;21.3;756.4;758.3;-0.2;76;Ветер
19.05.2019 08:00;17.1;756.6;758.5;0.2;91;Ветер
19.05.2019 05:00;15.4;756.4;758.4;-0.3;96;Штиль
19.05.2019 02:00;15.3;756.7;758.7;-0.1;96;Штиль
18.05.2019 23:00;15.7;756.8;758.8;-0.1;94;Штиль
18.05.2019 20:00;18.4;756.9;758.8;0;87;Штиль
18.05.2019 17:00;20.7;756.9;758.8;-1.1;75;Ветер
18.05.2019 14:00;18.6;758;760;-0.7;85;Ветер
18.05.2019 11:00;16.5;758.7;760.6;0;94;Ветер
18.05.2019 08:00;16;758.7;760.6;-0.4;96;Ветер
18.05.2019 05:00;13.1;759.1;761.1;0;97;Ветер
18.05.2019 02:00;14;759.1;761;0.1;94;Ветер
17.05.2019 23:00;15.5;759;760.9;0.5;91;Ветер
17.05.2019 20:00;17.5;758.5;760.4;-0.1;84;Ветер
17.05.2019 17:00;18.3;758.6;760.6;-0.7;82;Ветер
17.05.2019 14:00;15.6;759.3;761.2;0.2;88;Ветер
17.05.2019 11:00;12.8;759.1;761.2;-0.3;91;Ветер
17.05.2019 08:00;13;759.4;761.5;-0.4;88;Ветер
17.05.2019 05:00;13.2;759.8;761.8;-1;92;Ветер
17.05.2019 02:00;13.6;760.8;762.8;-1;92;Ветер
16.05.2019 23:00;13.9;761.8;763.8;0.1;87;Ветер
16.05.2019 20:00;15.7;761.7;763.6;-0.1;78;Ветер
16.05.2019 17:00;16.4;761.8;763.7;-0.3;72;Ветер
16.05.2019 14:00;15.9;762.1;764.1;0;67;Ветер
16.05.2019 11:00;17;762.1;764.1;-0.5;63;Ветер
16.05.2019 08:00;14.7;762.6;764.6;0;64;Ветер
16.05.2019 05:00;11.7;762.6;764.6;-0.6;68;Ветер
16.05.2019 02:00;11.5;763.2;765.2;-1;75;Ветер
15.05.2019 23:00;13.7;764.2;766.3;0;65;Ветер
15.05.2019 20:00;12.9;764.2;766.2;-0.5;80;Ветер
15.05.2019 17:00;12.2;764.7;766.7;-0.8;69;Ветер
15.05.2019 14:00;13.2;765.5;767.5;-0.9;59;Ветер
15.05.2019 11:00;12.6;766.4;768.4;-0.5;61;Ветер
15.05.2019 08:00;10.3;766.9;769;-0.7;67;Ветер
15.05.2019 05:00;8.5;767.6;769.6;-0.6;71;Ветер
15.05.2019 02:00;8.8;768.2;770.2;-0.8;74;Ветер
14.05.2019 23:00;8.6;769;771;0;83;Ветер
14.05.2019 20:00;8.3;769;771;-0.5;78;Ветер
14.05.2019 17:00;8.7;769.5;771.5;-0.8;76;Ветер
14.05.2019 14:00;8.9;770.3;772.3;-0.5;72;Ветер
14.05.2019 11:00;9.7;770.8;772.9;-0.5;65;Ветер
14.05.2019 08:00;7.3;771.3;773.4;0.3;71;Ветер
14.05.2019 05:00;6.1;771;773.1;0.2;79;Ветер
14.05.2019 02:00;7.2;770.8;772.9;-0.6;96;Ветер
13.05.2019 23:00;7.3;771.4;773.5;0.5;92;Ветер
13.05.2019 20:00;8;770.9;772.9;0.3;85;Ветер
13.05.2019 17:00;8.7;770.6;772.6;-0.2;83;Ветер
13.05.2019 14:00;8.6;770.8;772.9;0.6;82;Ветер
13.05.2019 11:00;10.5;770.2;772.3;0.5;76;Ветер
13.05.2019 08:00;8.3;769.7;771.7;0.1;90;Ветер
13.05.2019 05:00;6.5;769.6;771.7;-0.3;97;Штиль
13.05.2019 02:00;6.4;769.9;772;0.4;94;Штиль
12.05.2019 23:00;7.1;769.5;771.6;1.2;90;Ветер
12.05.2019 20:00;8.3;768.3;770.3;0.5;82;Ветер
12.05.2019 17:00;10.9;767.8;769.9;1.5;56;Ветер
12.05.2019 14:00;14.8;766.3;768.3;1.1;53;Ветер
12.05.2019 11:00;12;765.2;767.2;1.2;71;Ветер
12.05.2019 08:00;11;764;766;1.3;75;Ветер
12.05.2019 05:00;2.3;762.7;764.8;0.9;99;Штиль
12.05.2019 02:00;4.3;761.8;763.9;1.3;97;Штиль
11.05.2019 23:00;4.9;760.5;762.5;1.1;96;Штиль
11.05.2019 20:00;9.1;759.4;761.4;1.5;84;Ветер
11.05.2019 17:00;13.1;757.9;760;1.1;73;Ветер
11.05.2019 14:00;14.1;756.8;758.8;0.8;73;Ветер
11.05.2019 11:00;13.6;756;757.9;0.5;80;Ветер
11.05.2019 08:00;11.3;755.5;757.5;0;93;Ветер
11.05.2019 05:00;6.8;755.5;757.5;0.3;99;Штиль
11.05.2019 02:00;6.8;755.2;757.2;-0.2;97;Штиль
10.05.2019 23:00;8.2;755.4;757.4;0.5;94;Штиль
10.05.2019 20:00;13.4;754.9;756.8;0.6;77;Ветер
10.05.2019 17:00;13.4;754.3;756.2;0.8;78;Ветер
10.05.2019 14:00;14.5;753.5;755.5;0.6;69;Ветер
10.05.2019 11:00;12.9;752.9;754.9;0.7;73;Ветер
10.05.2019 08:00;10.4;752.2;754.3;0.4;76;Штиль
10.05.2019 05:00;8.7;751.8;753.8;-0.1;82;Штиль
10.05.2019 02:00;10.3;751.9;754;-0.2;76;Ветер
09.05.2019 23:00;12.2;752.1;754;0.4;65;Ветер
09.05.2019 20:00;14.7;751.7;753.7;-0.3;32;Ветер
09.05.2019 17:00;17.9;752;754;-1.1;28;Ветер
09.05.2019 14:00;17.3;753.1;755;-1.2;27;Ветер
09.05.2019 11:00;15.1;754.3;756.3;-0.9;31;Ветер
09.05.2019 08:00;11.5;755.2;757.3;-0.8;44;Ветер
09.05.2019 05:00;4.5;756;758;-1.1;66;Ветер
09.05.2019 02:00;4.2;757.1;759.1;-0.7;68;Ветер
08.05.2019 23:00;7.1;757.8;759.8;-0.3;54;Ветер
08.05.2019 20:00;11.2;758.1;760.1;-0.7;38;Ветер
08.05.2019 17:00;14.3;758.8;760.8;-1.2;29;Ветер
08.05.2019 14:00;12.9;760;762.1;-1;31;Ветер
08.05.2019 11:00;12.4;761;763;-0.3;34;Ветер
08.05.2019 08:00;8.1;761.3;763.3;0.4;62;Ветер
08.05.2019 05:00;-0.7;760.9;763;0.1;96;Штиль
08.05.2019 02:00;0.4;760.8;762.9;0.2;94;Штиль
07.05.2019 23:00;2.3;760.6;762.7;0.3;80;Штиль
07.05.2019 20:00;7.8;760.3;762.4;0.6;52;Ветер
07.05.2019 17:00;10.9;759.7;761.8;0.5;45;Ветер
07.05.2019 14:00;11.3;759.2;761.2;0.6;42;Ветер
07.05.2019 11:00;10.7;758.6;760.6;0.6;45;Ветер
07.05.2019 08:00;8.7;758;760;0;66;Ветер
07.05.2019 05:00;0.9;758;760.1;;97;Штиль
07.05.2019 02:00;0;;;;100;
06.05.2019 23:00;2.4;758.7;760.8;0;86;Штиль
06.05.2019 20:00;8.1;758.7;760.7;0.4;56;Ветер
06.05.2019 17:00;11.5;758.3;760.3;-0.3;46;Ветер
06.05.2019 14:00;14;758.6;760.6;-0.5;34;Ветер
06.05.2019 11:00;11.8;759.1;761.2;-0.5;38;Ветер
06.05.2019 08:00;8.3;759.6;761.6;0.2;62;Ветер
06.05.2019 05:00;-0.8;759.4;761.5;0;99;Штиль
06.05.2019 02:00;0.7;759.4;761.5;-0.3;97;Ветер
05.05.2019 23:00;2.4;759.7;761.8;0.3;91;Штиль
05.05.2019 20:00;7.6;759.4;761.4;0.4;51;Ветер
05.05.2019 17:00;10;759;761;0.1;39;Ветер
05.05.2019 14:00;9;758.9;760.9;1;39;Ветер
05.05.2019 11:00;8.3;757.9;759.9;1.3;60;Ветер
05.05.2019 08:00;6;756.6;758.6;1.4;85;Ветер
05.05.2019 05:00;3.3;755.2;757.3;0.7;96;Штиль
05.05.2019 02:00;3.7;754.5;756.5;0.2;92;Ветер
04.05.2019 23:00;5.5;754.3;756.3;0.6;76;Ветер
04.05.2019 20:00;6.1;753.7;755.7;1.5;78;Штиль
04.05.2019 17:00;8.5;752.2;754.3;0.6;59;Ветер
04.05.2019 14:00;11.8;751.6;753.7;0.5;37;Ветер
04.05.2019 11:00;9.8;751.1;753.1;0.4;61;Ветер
04.05.2019 08:00;7.7;750.7;752.7;0;77;Ветер
04.05.2019 05:00;4;750.7;752.8;-0.7;88;Ветер
04.05.2019 02:00;2.9;751.4;753.4;-0.4;96;Ветер
03.05.2019 23:00;5;751.8;753.8;-0.1;82;Ветер
03.05.2019 20:00;6.9;751.9;753.9;0.5;51;Ветер
03.05.2019 17:00;10.2;751.4;753.4;0.2;41;Ветер
03.05.2019 14:00;10.4;751.2;753.2;1.2;46;Ветер
03.05.2019 11:00;8.8;750;752;1.9;58;Ветер
03.05.2019 08:00;4.3;748.1;750.1;1.9;93;Ветер
03.05.2019 05:00;6.8;746.2;748.2;0.5;79;Ветер
03.05.2019 02:00;7.8;745.7;747.7;0.1;78;Ветер
02.05.2019 23:00;8.9;745.6;747.6;0;76;Ветер
02.05.2019 20:00;9.9;745.6;747.5;0.3;67;Ветер
02.05.2019 17:00;10.5;745.3;747.2;0.3;66;Ветер
02.05.2019 14:00;10.4;745;747;0.2;71;Ветер
02.05.2019 11:00;8.6;744.8;746.8;-0.3;89;Ветер
02.05.2019 08:00;8.2;745.1;747.1;-1;93;Ветер
02.05.2019 05:00;9;746.1;748;-1.3;87;Ветер
02.05.2019 02:00;9.8;747.4;749.4;-2.3;94;Ветер
01.05.2019 23:00;10.7;749.7;751.6;-1.9;78;Ветер
01.05.2019 20:00;10;751.6;753.6;-0.6;71;Ветер
01.05.2019 17:00;15.2;752.2;754.2;-1.2;29;Ветер
01.05.2019 14:00;16.7;753.4;755.3;-1;28;Ветер
01.05.2019 11:00;14.7;754.4;756.4;-0.5;38;Ветер
01.05.2019 08:00;10.3;754.9;757;-0.4;68;Ветер
01.05.2019 05:00;7;755.3;757.3;-1.1;83;Ветер
01.05.2019 02:00;8.2;756.4;758.5;-1.3;66;Ветер
30.04.2019 23:00;8.8;757.7;759.7;-0.7;65;Ветер
30.04.2019 20:00;12.1;758.4;760.4;-0.4;43;Ветер
30.04.2019 17:00;15.7;758.8;760.7;-0.5;31;Ветер
30.04.2019 14:00;18.3;759.3;761.2;-0.9;32;Ветер
30.04.2019 11:00;16.7;760.2;762.1;-0.3;33;Ветер
30.04.2019 08:00;9.9;760.5;762.5;0.2;53;Ветер
30.04.2019 05:00;6.4;760.3;762.3;-0.2;72;Ветер
30.04.2019 02:00;8.6;760.5;762.5;0.1;64;Ветер
29.04.2019 23:00;9.9;760.4;762.4;0.4;75;Ветер
29.04.2019 20:00;12.2;760;762;0.5;61;Ветер
29.04.2019 17:00;18.5;759.5;761.5;-0.5;37;Ветер
29.04.2019 14:00;18.7;760;761.9;-0.6;40;Ветер
29.04.2019 11:00;14.8;760.6;762.5;0.2;47;Ветер
29.04.2019 08:00;10.8;760.4;762.4;0.5;50;Ветер
29.04.2019 05:00;8.8;759.9;761.9;0.2;65;Ветер
29.04.2019 02:00;8.4;759.7;761.7;0;89;Ветер
28.04.2019 23:00;8.1;759.7;761.7;0.9;95;Ветер
28.04.2019 20:00;9.1;758.8;760.8;0.9;89;Ветер
28.04.2019 17:00;13.5;757.9;759.9;0;77;Ветер
28.04.2019 14:00;13.1;757.9;760;0.9;81;Штиль
28.04.2019 11:00;12;757;759.1;0.7;84;Ветер
28.04.2019 08:00;10.3;756.3;758.3;1;92;Ветер
28.04.2019 05:00;9.3;755.3;757.3;0.1;95;Ветер
28.04.2019 02:00;9.6;755.2;757.2;0.3;93;Ветер
27.04.2019 23:00;10;754.9;757;0.3;93;Ветер
27.04.2019 20:00;11;754.6;756.6;1.4;84;Ветер
27.04.2019 17:00;14.8;753.2;755.2;0.9;82;Ветер
27.04.2019 14:00;26.3;752.3;754.2;-0.6;36;Ветер
27.04.2019 11:00;24.1;752.9;754.8;-0.3;44;Ветер
27.04.2019 08:00;17.4;753.2;755.2;-0.5;64;Ветер
27.04.2019 05:00;11.6;753.7;755.7;-0.6;84;Штиль
27.04.2019 02:00;13.8;754.3;756.2;-0.7;76;Штиль
26.04.2019 23:00;17.6;755;757;0;61;Ветер
